id,node_color,vuln_color,hygiene_color,node_value,type,vuln_score,hygiene_score
sphinx-inline-tabs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
furo,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
paddlepaddle,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
paddle-bfloat,#d500f9,#d500f9,#d500f9,3,3,0,-1
decorator,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
astor,#d500f9,#d500f9,#d500f9,3,3,0,-1
transifex-client,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
bump2version,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
annotated-types,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
jupyterlab,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
jupyterlab-geojson,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
vega-datasets,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyter-lsp,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
sphinx-copybutton,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
jupyterlab-language-pack-zh-cn,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
build,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ipywidgets,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
hatch,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-check-links,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
altair,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
requests-cache,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
black[jupyter],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyterlab-server,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ipython,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pooch,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
xxhash,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
platformdirs,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pyright,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nodeenv,#d500f9,#d500f9,#d500f9,3,3,0,-1
soupsieve,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
elastic-transport,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-mock,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pytest-httpserver,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
trustme,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
xmlschema,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
memory-profiler,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
elementpath,#d500f9,#d500f9,#d500f9,3,3,0,-1
lxml-stubs,#d500f9,#d500f9,#d500f9,3,3,0,-1
flake8-continuation,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pycodestyle,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-examples,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-design,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
testpath,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
openapi-spec-validator,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jsonschema-spec,#d500f9,#d500f9,#d500f9,3,3,0,-1
lazy-object-proxy,#d500f9,#d500f9,#d500f9,3,3,0,-1
openapi-schema-validator,#d500f9,#d500f9,#d500f9,3,3,0,-1
nbval,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
typed-ast,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
brotlicffi,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
cssselect,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
cython,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tiktoken,#e91e63,#74b9ff,#e91e63,1,1,0,10
regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
blobfile,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-comprehensions,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aiobotocore,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
aiobotocore[awscli],#d500f9,#d500f9,#d500f9,3,3,0,-1
aiobotocore[boto3],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorflow-ranking,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tensorflow-serving-api,#d500f9,#d500f9,#d500f9,3,3,0,-1
snowflake-snowpark-python,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
snowflake-connector-python[pandas],#d500f9,#d500f9,#d500f9,3,3,0,-1
snowflake-connector-python[secure-local-storage],#d500f9,#d500f9,#d500f9,3,3,0,-1
snowflake-connector-python,#d500f9,#d500f9,#d500f9,3,3,0,-1
tensorflow-io-gcs-filesystem,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
flatbuffers,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
libclang,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
keras,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
tensorflow-macos,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-black,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jaraco.tidelift,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
zipp,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
sphinx-lint,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-checkdocs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-ruff,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jaraco.packaging,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-enabler,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-mypy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tldextract,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pytest-gitignore,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
responses,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
types-filelock,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
requests-file,#74b9ff,#74b9ff,#ff4081,1,1,0,6
pygit2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pynacl,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
scikit-image,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
dask[array],#d500f9,#d500f9,#d500f9,3,3,0,-1
simpleitk,#d500f9,#d500f9,#d500f9,3,3,0,-1
astropy,#d500f9,#d500f9,#d500f9,3,3,0,-1
networkx,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pywavelets,#d500f9,#d500f9,#d500f9,3,3,0,-1
sphinx-gallery,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
tifffile,#d500f9,#d500f9,#d500f9,3,3,0,-1
imageio,#d500f9,#d500f9,#d500f9,3,3,0,-1
numpydoc,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-localserver,#d500f9,#d500f9,#d500f9,3,3,0,-1
codecov,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-runner,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyamg,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-prompt,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
threadpoolctl,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
joblib,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
sphinxext-opengraph,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
plotly,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fiona,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
shapely,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
"fiona[calc,s3,test]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
click-plugins,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fiona[s3],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cligj,#74b9ff,#74b9ff,#ff4081,1,1,0,6
flake8-literal,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-typechecking-import,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-polyfill,#d500f9,#d500f9,#d500f9,3,3,0,-1
flake8-pyproject,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-annotations,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-noqa,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-modern-annotations,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-use-fstring,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-docstrings,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-import-order,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-requirements,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-bandit,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-datetimez,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
azure-ai-formrecognizer,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
azure-common,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
llvmlite,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pyproj,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
types-redis,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ablog,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
babel,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sphinxcontrib-youtube,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
accessible-pygments,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jupyter_sphinx,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-favicon,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nox,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxext-rediraffe,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nbsphinx,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
linkify-it-py,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-togglebutton,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
"pydata-sphinx-theme[doc,test]",#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
myst-nb,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
ipyleaflet,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
webcolors,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
check-manifest,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
defusedxml,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
olefile,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-removed-in,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
markdown2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyroma,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-reredirects,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
spacy-transformers,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda111,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda80,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda92,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
spacy-alignments,#d500f9,#d500f9,#d500f9,3,3,0,-1
cupy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda101,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda102,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda110,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda112,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
srsly,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
cupy-cuda90,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda100,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda91,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
frozenlist,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
aiosignal,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
brotli,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
idna-ssl,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
asynctest,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cchardet,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
charset-normalizer,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
preshed,#74b9ff,#74b9ff,#ff4081,1,1,0,6
cymem,#74b9ff,#74b9ff,#ff4081,1,1,0,6
murmurhash,#74b9ff,#74b9ff,#ff4081,1,1,0,6
sphinx-tippy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
flake8-2020,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
zope.interface,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
repoze.sphinx.autointerface,#d500f9,#d500f9,#d500f9,3,3,0,-1
zope.event,#d500f9,#d500f9,#d500f9,3,3,0,-1
zope.testing,#d500f9,#d500f9,#d500f9,3,3,0,-1
pathos,#74b9ff,#74b9ff,#ff4081,1,1,0,6
ppft,#74b9ff,#74b9ff,#ff4081,1,1,0,6
dill,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pox,#74b9ff,#74b9ff,#ff4081,1,1,0,6
multiprocess,#74b9ff,#74b9ff,#ff4081,1,1,0,6
pymupdf,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pymupdfb,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pytest-forked,#d500f9,#d500f9,#d500f9,3,3,0,-1
execnet,#d500f9,#d500f9,#d500f9,3,3,0,-1
asv,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-bootstrap-theme,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
selenium,#d500f9,#d500f9,#d500f9,3,3,0,-1
rpy2,#d500f9,#d500f9,#d500f9,3,3,0,-1
json5,#74b9ff,#74b9ff,#ff4081,1,1,0,6
python-hglib,#d500f9,#d500f9,#d500f9,3,3,0,-1
asv-runner,#d500f9,#d500f9,#d500f9,3,3,0,-1
pympler,#74b9ff,#74b9ff,#ff4081,1,1,0,6
pytest-rerunfailures,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
feedparser,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ibis-singlestoredb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sqlalchemy-singlestoredb,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
ibis-framework,#d500f9,#d500f9,#d500f9,3,3,0,-1
cupy-cuda117,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
spacy-legacy,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
langcodes,#74b9ff,#74b9ff,#ff4081,1,1,0,7
thinc-apple-ops,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda113,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda116,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sudachipy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sudachidict-core,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
catalogue,#74b9ff,#74b9ff,#ff4081,1,1,0,6
cupy-cuda114,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
weasel,#e91e63,#74b9ff,#e91e63,1,1,0,10
pythainlp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
wasabi,#e91e63,#74b9ff,#e91e63,1,1,0,10
cupy-wheel,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda115,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda11x,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cupy-cuda12x,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
natto-py,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
thinc,#74b9ff,#74b9ff,#ff4081,1,1,0,6
smart-open,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
spacy-lookups-data,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
spacy-loggers,#74b9ff,#74b9ff,#ff4081,1,1,0,6
msal,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pyjwt[crypto],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pymsalruntime,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
alabaster,#74b9ff,#74b9ff,#ff4081,1,1,0,6
sphinx-automodapi,#d500f9,#d500f9,#d500f9,3,3,0,-1
feedgen,#d500f9,#d500f9,#d500f9,3,3,0,-1
invoke,#d500f9,#d500f9,#d500f9,3,3,0,-1
aiomysql,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pymysql[rsa],#d500f9,#d500f9,#d500f9,3,3,0,-1
ipyparallel,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
notebook,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
ipython[test],#d500f9,#d500f9,#d500f9,3,3,0,-1
retrolab,#d500f9,#d500f9,#d500f9,3,3,0,-1
langserve,#e91e63,#74b9ff,#e91e63,1,1,0,10
httpx-sse,#e91e63,#74b9ff,#e91e63,1,1,0,10
langchain,#AEEA00,#AEEA00,#AEEA00,0,0,0,-1
sse-starlette,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
librosa,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
soxr,#74b9ff,#74b9ff,#ff4081,1,1,0,6
msgpack,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
types-decorator,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
audioread,#74b9ff,#74b9ff,#ff4081,1,1,0,6
mir-eval,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
resampy,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
lazy-loader,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sphinxcontrib-svg2pdfconverter,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
presets,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-multiversion,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-mpl,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
samplerate,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
opensearch-py,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
requests-kerberos,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
weaviate-client,#e91e63,#74b9ff,#e91e63,1,1,0,10
authlib,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
grpcio-tools,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
validators,#e91e63,#74b9ff,#e91e63,1,1,0,10
dashvector,#e91e63,#74b9ff,#e91e63,1,1,0,10
jiwer,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
rouge-score,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
joblibspark,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jaxlib,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sacremoses,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
texttable,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
werkzeug,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pyarrow-hotfix,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
seqeval,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
bert-score,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-datadir,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
elasticsearch,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
rarfile,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
nltk,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sacrebleu,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sentencepiece,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
jax,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mauve-text,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fsspec[http],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
faiss-cpu,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
py7zr,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
apache-beam,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
lz4,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
poethepoet,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pastel,#ff4081,#74b9ff,#ff4081,1,1,0,7
poetry,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
presidio-analyzer,#74b9ff,#74b9ff,#74b9ff,1,1,0,1
phonenumbers,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
stanza,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
spacy-stanza,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
awadb,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
et-xmlfile,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyside6,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
shiboken6,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyside6-essentials,#d500f9,#d500f9,#d500f9,3,3,0,-1
pyside6-addons,#d500f9,#d500f9,#d500f9,3,3,0,-1
wmi,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-mypy-testing,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinxcontrib-jquery,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
coverage[toml],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
exceptiongroup,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
anyio[trio],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sniffio,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
uvloop,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pypdf,#e91e63,#fdd835,#e91e63,1,1,5,10
pycryptodome,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pip-tools,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
myst_parser,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-socket,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
flit,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx_rtd_theme,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-benchmark,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
statistics,#d500f9,#d500f9,#d500f9,3,3,0,-1
pathlib2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
aspectlib,#d500f9,#d500f9,#d500f9,3,3,0,-1
pygal,#d500f9,#d500f9,#d500f9,3,3,0,-1
pygaljs,#d500f9,#d500f9,#d500f9,3,3,0,-1
testtools,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
testresources,#d500f9,#d500f9,#d500f9,3,3,0,-1
testscenarios,#d500f9,#d500f9,#d500f9,3,3,0,-1
fixtures,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyaml,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
unidecode,#d500f9,#d500f9,#d500f9,3,3,0,-1
flaky,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pexpect,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
prompt-toolkit,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
sgmllib3k,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
rank-bm25,#74b9ff,#74b9ff,#ff4081,1,1,0,6
rspace-client,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pytest-coverage,#d500f9,#d500f9,#d500f9,3,3,0,-1
pytest-sugar,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
fastrlock,#d500f9,#d500f9,#d500f9,3,3,0,-1
optuna,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
autopep8,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pbr,#d500f9,#d500f9,#d500f9,3,3,0,-1
flask,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
asgiref,#d500f9,#d500f9,#d500f9,3,3,0,-1
python-dotenv,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jsonlines,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
mkdocs-nature,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mkdocs-gen-files,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mkdocs-section-index,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
mdx-gh-links,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
openlm,#e91e63,#74b9ff,#e91e63,1,1,0,10
jupyter-server-terminals,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pytest-jupyter[server],#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pywinpty,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
terminado,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
sphinx-remove-toctrees,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pytest-aiohttp,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-pyscript,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-design2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
sphinx-autodoc2,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
jaraco.functools,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
more-itertools,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
jaraco.classes,#d500f9,#d500f9,#d500f9,3,3,0,-1
adlfs,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
azure-datalake-store,#d500f9,#d500f9,#d500f9,3,3,0,-1
azure-identity,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
azure-storage-blob,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pfzy,#d500f9,#d500f9,#d500f9,3,3,0,-1
sphinx-autobuild,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
rapidfuzz,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
covdefaults,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
proselint,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
rsa,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
pyasn1,#e91e63,#74b9ff,#e91e63,1,1,0,10
sphinxcontrib-jsmath,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
jsonpointer,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
autoflake,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
cairosvg,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
shellingham,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
mdx-include,#7e57c2,#7e57c2,#7e57c2,2,2,0,-1
pyjwt,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
upstash-redis,#e91e63,#74b9ff,#e91e63,1,1,0,10
dask[complete],#d500f9,#d500f9,#d500f9,3,3,0,-1
netcdf4,#d500f9,#d500f9,#d500f9,3,3,0,-1
pydap,#d500f9,#d500f9,#d500f9,3,3,0,-1
numbagg,#d500f9,#d500f9,#d500f9,3,3,0,-1
flox,#d500f9,#d500f9,#d500f9,3,3,0,-1
h5netcdf,#d500f9,#d500f9,#d500f9,3,3,0,-1
"xarray[accel,io,parallel,viz]",#d500f9,#d500f9,#d500f9,3,3,0,-1
nc-time-axis,#d500f9,#d500f9,#d500f9,3,3,0,-1
zarr,#d500f9,#d500f9,#d500f9,3,3,0,-1
cftime,#d500f9,#d500f9,#d500f9,3,3,0,-1
